166, false, false, false, false, 
167, false, false, false, false, 
168, true, false, true, false, 
169, true, false, true, false, 
170, true, false, true, false, 
171, true, true, true, false, 
172, false, false, false, false, 
173, true, true, true, false, 
174, false, false, false, false, 
175, true, false, false, true, コメントにクローン情報を書く
176, false, false, false, false, 
177, false, false, false, false, 
178, true, false, true, false, 
179, true, false, true, false, 
180, true, false, true, false, 
181, true, false, true, false, 
182, true, false, true, false, 
183, true, false, true, true, コメントにクローン情報を書く
184, true, false, true, true, コメントにクローン情報を書く
185, true, false, true, true, コメントにクローン情報を書く
186, true, false, true, true, コメントにクローン情報を書く
187, true, false, true, true, コメントにクローン情報を書く
188, true, false, true, true, コメントにクローン情報を書く
189, true, false, true, false, 
190, true, false, true, false, 
191, true, false, true, false, 
192, true, false, true, false, 
193, true, false, true, false, 
194, true, false, true, false, 
195, true, false, true, false, 
196, true, false, true, true, コメントにクローン情報を書く
197, true, false, true, false, 
198, true, false, true, false, 
199, true, false, true, false, 
200, true, false, true, false, 
201, true, false, true, false, 
202, true, false, true, false, 
203, true, false, true, false, 
204, true, false, true, false, 
205, false, false, false, false, 
206, false, false, false, false, 
207, false, false, false, false, 
208, false, false, false, false, 
209, true, false, true, false, 
210, true, false, true, false, 
211, true, false, true, false, 
212, true, true, true, false, 
213, true, false, true, false, 
214, false, false, false, false, 
215, true, false, true, false, 
216, true, false, false, true, コメントにクローン情報を書く
217, true, false, false, true, コメントにクローン情報を書く
218, true, false, true, false, 
219, false, false, false, false, 
220, false, false, false, false, 
221, false, false, false, false, 
222, false, false, false, false, 
223, false, false, false, false, 
224, true, false, true, false, 
225, true, false, true, false, 
226, true, false, true, false, 
227, true, false, true, false, 
228, false, false, false, false, 
229, false, false, false, false, 
230, false, false, false, false, 
231, false, false, false, false, 
232, false, false, false, false, 
233, false, false, false, false, 
234, false, false, false, false, 
235, false, false, false, false, 
236, false, false, false, false, 
237, false, false, false, false, 
238, false, false, false, false, 
239, false, false, false, false, 
240, true, false, false, true, コメントにクローン情報を書く
241, false, false, false, false, 
242, true, false, true, false, 
243, true, true, true, false, 
244, true, true, true, false, 
245, true, false, true, false, 
246, true, false, true, false, 
247, true, false, true, false, 
248, true, false, true, false, 
249, true, false, true, false, 
250, true, false, true, false, 
251, true, false, true, false, 
252, true, false, true, false, 
253, true, false, true, false, 
254, true, false, true, false, 
255, true, true, true, false, 
256, true, true, true, false, 
257, true, false, true, false, 
258, true, true, true, false, 
259, true, true, true, false, 
260, true, false, true, false, 
261, true, true, true, false, 
262, true, false, true, false, 
263, true, false, true, true, コメントにクローン情報を書く
264, false, false, false, false, 
265, false, false, false, false, 
266, true, true, true, false, 
267, false, false, false, false, 
268, true, false, true, false, 
269, true, false, true, false, 
270, true, true, false, false, 
