60, false, false, false, false, ,60, false, false, false, false,0,,
61, true, true, true, false, ,61, false, false, false, false,0,,
62, false, false, false, false, ,62, false, false, false, false,0,,
63, true, false, true, false, ,63, false, false, false, false,0,,
64, false, false, false, false, ,64, false, false, false, false,0,,
65, true, false, true, false, ,65, false, false, false, false,0,,
66, true, false, true, false, ,66, true, false, true, false,1,2,2
67, true, false, true, false, ,67, false, false, false, false,0,,
68, true, true, true, false, ,68, true, false, true, false,1,2,2
69, true, true, true, false, ,69, true, true, false, false,1,2,2
70, true, false, true, false, ,70, true, true, false, false,1,2,2
71, true, false, true, false, ,71, false, false, false, false,0,,
72, false, false, false, false, ,72, false, false, false, false,0,,
73, true, false, true, false, ,73, false, false, false, false,0,,
74, true, false, true, false, ,74, true, false, true, false,1,2,2
75, true, false, true, false, ,75, false, false, false, false,0,,
76, true, false, true, false, ,76, false, false, false, false,0,,
77, true, true, true, false, ,77, true, false, true, false,1,2,2
78, true, false, true, false, ,78, false, false, false, false,0,,
79, true, false, true, false, ,79, true, false, true, false,1,2,2
80, true, false, true, false, ,80, false, false, false, false,0,,
81, true, true, true, false, ,81, true, false, true, false,1,2,2
82, true, true, true, false, ,82, true, false, true, false,1,2,2
83, true, false, true, false, ,83, true, false, true, false,1,2,2
84, true, true, true, false, ,84, true, false, true, false,1,2,2
85, true, false, true, false, ,85, false, false, false, false,0,,
86, true, false, true, false, ,86, false, false, false, false,0,,
87, true, false, true, false, ,87, false, false, false, false,0,,
88, true, false, true, false, ,88, true, true, false, false,1,2,2
89, true, false, true, false, ,89, true, true, false, false,1,2,2
90, true, false, true, false, ,90, false, false, false, false,0,,
91, false, false, false, false, ,91, false, false, false, false,0,,
92, false, false, false, false, ,92, true, false, true, false,0,,
93, false, false, false, false, ,93, false, false, false, false,0,,
94, true, false, true, false, ,94, false, false, false, false,0,,
95, true, false, true, false, ,95, false, false, false, false,0,,
96, true, false, true, false, ,96, false, false, false, false,0,,
97, true, false, true, false, ,97, false, false, false, false,0,,
98, true, false, true, false, ,98, false, false, false, false,0,,
99, true, false, true, false, ,99, false, false, false, false,0,,
100, true, false, true, false, ,100, false, false, false, false,0,,
101, true, false, true, false, ,101, false, false, false, false,0,,
102, true, false, true, false, ,102, true, false, true, false,1,3,0
103, true, false, true, false, ,103, false, false, false, false,0,,
104, true, false, true, false, ,104, false, false, false, false,0,,
105, true, false, true, false, ,105, false, false, false, false,0,,
106, true, false, true, false, ,106, true, false, true, false,1,3,0
107, false, false, false, false, ,107, false, false, false, false,0,,
108, false, false, false, false, ,108, false, false, false, false,0,,
109, false, false, false, false, ,109, false, false, false, false,0,,
110, false, false, false, false, ,110, false, false, false, false,0,,
111, false, false, false, false, ,111, false, false, false, false,0,,
112, false, false, false, false, ,112, true, false, true, false,0,,
113, false, false, false, false, ,113, false, false, false, false,0,,
114, false, false, false, false, ,114, false, false, false, false,0,,
115, false, false, false, false, ,115, false, false, false, false,0,,
116, false, false, false, false, ,116, false, false, false, false,0,,
117, false, false, false, false, ,117, false, false, false, false,0,,
118, false, false, false, false, ,118, false, false, false, false,0,,
119, false, false, false, false, ,119, false, false, false, false,0,,
120, true, false, true, false, ,120, false, false, false, false,0,,
121, true, false, true, false, ,121, true, true, false, false,1,4,1
122, false, false, false, false, ,122, false, false, false, false,0,,
123, true, false, true, false, ,123, false, false, false, false,0,,
124, true, false, true, false, ,124, false, false, false, false,0,,
125, true, false, true, false, ,125, false, false, false, false,0,,
126, true, false, true, false, ,126, true, false, true, false,1,4,1
127, true, false, true, false, ,127, false, false, false, false,0,,
128, false, false, false, false, ,128, false, false, false, false,0,,
129, true, false, true, false, ,129, false, false, false, false,0,,
130, true, false, true, false, ,130, true, false, true, false,1,4,1
131, true, false, true, false, ,131, false, false, false, false,0,,
132, true, false, true, false, ,132, true, true, false, false,1,4,1
133, true, false, true, false, ,133, true, true, false, false,1,4,1
134, true, false, true, false, ,134, false, false, false, false,0,,
135, true, false, true, false, ,135, true, false, true, false,1,4,1
136, true, true, true, false, ,136, true, true, false, false,1,4,1
137, true, true, true, false, ,137, true, false, true, false,1,4,1
138, false, false, false, false, ,138, false, false, false, false,0,,
139, true, false, true, false, ,139, false, false, false, false,0,,
140, true, false, true, false, ,140, true, false, true, false,1,4,1
141, false, false, false, false, ,141, false, false, false, false,0,,
142, true, false, true, false, ,142, true, false, true, false,1,4,1
143, true, false, true, false, ,143, true, false, true, false,1,4,1
144, true, false, true, false, ,144, true, false, true, false,1,4,1
145, true, true, true, false, ,145, false, false, false, false,0,,
146, true, false, true, false, ,146, false, false, false, false,0,,
147, false, false, false, false, ,147, false, false, false, false,0,,
148, true, false, true, false, ,148, false, false, false, false,0,,
149, true, false, true, false, ,149, false, false, false, false,0,,
150, true, false, true, false, ,150, true, true, false, false,1,4,1
151, true, false, true, false, ,151, true, true, false, false,1,5,2
152, true, false, true, false, ,152, true, true, false, false,1,5,2
153, true, false, true, false, ,153, true, true, false, false,1,5,2
154, true, true, true, false, ,154, false, false, true, false,0,,
155, true, false, true, false, ,155, true, true, false, false,1,5,2
156, true, false, true, false, ,156, true, true, false, false,1,5,2
157, true, false, true, false, ,157, true, true, false, false,1,5,2
158, true, false, true, false, ,158, false, false, false, false,0,,
159, false, false, false, false, ,159, false, false, false, false,0,,
160, false, false, false, false, ,160, false, false, false, false,0,,
161, true, false, true, false, ,161, false, false, false, false,0,,
162, true, true, true, false, ,162, true, false, true, false,1,5,2
163, true, false, true, false, ,163, false, false, false, false,0,,
164, true, false, true, false, ,164, false, false, false, false,0,,
165, false, false, false, false, ,165, false, false, false, false,0,,
166, false, false, false, false, ,166, false, false, false, false,0,,
167, false, false, false, false, ,167, false, false, false, false,0,,
168, true, false, true, false, ,168, false, false, false, false,0,,
169, true, true, false, false, ,169, false, false, false, false,0,,
170, true, false, true, false, ,170, false, false, false, false,0,,
171, true, false, true, false, ,171, false, false, false, false,0,,
172, false, false, false, false, ,172, false, false, false, false,0,,
173, true, false, true, false, ,173, false, false, false, false,0,,
174, true, false, true, false, ,174, false, false, false, false,0,,
175, false, false, false, false, ,175, false, false, false, false,0,,
176, false, false, false, false, ,176, false, false, false, false,0,,
177, false, false, false, false, ,177, false, false, false, false,0,,
178, true, false, true, false, ,178, false, false, false, false,0,,
179, false, false, false, false, ,179, false, false, false, false,0,,
180, true, true, false, false, ,180, true, true, false, false,1,5,2
181, true, false, true, false, ,181, false, false, false, false,0,,
182, true, false, true, false, ,182, false, false, false, false,0,,
183, true, false, true, false, ,183, false, false, false, false,0,,
184, true, false, true, false, ,184, false, false, false, false,0,,
185, true, false, true, false, ,185, false, false, false, false,0,,
186, true, false, true, false, ,186, false, false, false, false,0,,
187, true, false, true, false, ,187, false, false, false, false,0,,
188, true, false, true, false, ,188, false, false, false, false,0,,
189, true, false, true, false, ,189, false, false, false, false,0,,
190, true, false, true, false, ,190, false, false, false, false,0,,
191, true, false, true, false, ,191, false, false, false, false,0,,
192, true, false, true, false, ,192, false, false, false, false,0,,
193, true, false, true, false, ,193, false, false, false, false,0,,
194, true, false, true, false, ,194, false, false, false, false,0,,
195, true, false, true, false, ,195, false, false, false, false,0,,
196, true, false, true, false, ,196, false, false, false, false,0,,
197, true, false, true, false, ,197, false, false, false, false,0,,
198, true, false, true, false, ,198, false, false, false, false,0,,
199, true, false, true, false, ,199, false, false, false, false,0,,
200, true, false, true, false, ,200, false, false, false, false,0,,
201, true, false, true, false, ,201, false, false, false, false,0,,
202, true, false, true, false, ,202, false, false, false, false,0,,
203, true, false, true, false, ,203, false, false, false, false,0,,
204, true, false, true, false, ,204, false, false, false, false,0,,
205, false, false, false, false, ,205, false, false, false, false,0,,
206, false, false, false, false, ,206, false, false, false, false,0,,
207, false, false, false, false, ,207, false, false, false, false,0,,
208, false, false, false, false, ,208, false, false, false, false,0,,
209, true, false, true, false, ,209, true, false, true, false,1,6,0
210, true, false, true, false, ,210, true, false, true, false,1,6,0
211, false, false, false, false, ,211, false, false, false, false,0,,
212, true, false, true, false, ,212, true, true, false, false,1,7,1
213, false, false, false, false, ,213, false, false, false, false,0,,
214, true, false, true, false, ,214, false, false, false, false,0,,
215, true, false, true, false, ,215, false, false, false, false,0,,
216, true, false, true, false, ,216, false, false, false, false,0,,
217, false, false, false, false, ,217, false, false, false, false,0,,
218, true, false, true, false, ,218, false, false, false, false,0,,
219, false, false, false, false, ,219, false, false, false, false,0,,
220, true, false, true, false, ,220, false, false, false, false,0,,
221, false, false, false, false, ,221, false, false, false, false,0,,
222, false, false, false, false, ,222, false, false, false, false,0,,
223, false, false, false, false, ,223, false, false, false, false,0,,
224, true, false, true, false, ,224, true, false, true, false,1,7,1
225, true, false, true, false, ,225, true, false, true, false,1,7,1
226, true, false, true, false, ,226, true, false, true, false,1,7,1
227, true, false, true, false, ,227, false, false, false, false,0,,
228, false, false, false, false, ,228, false, false, false, false,0,,
229, false, false, false, false, ,229, false, false, false, false,0,,
230, false, false, false, false, ,230, false, false, false, false,0,,
231, false, false, false, false, ,231, false, false, false, false,0,,
232, false, false, false, false, ,232, false, false, false, false,0,,
233, false, false, false, false, ,233, false, false, false, false,0,,
234, false, false, false, false, ,234, false, false, false, false,0,,
235, false, false, false, false, ,235, false, false, false, false,0,,
236, false, false, false, false, ,236, false, false, false, false,0,,
237, true, false, true, false, ,237, false, false, false, false,0,,
238, false, false, false, false, ,238, false, false, false, false,0,,
239, false, false, false, false, ,239, false, false, false, false,0,,
240, false, false, false, false, ,240, true, false, true, false,0,,
241, false, false, false, false, ,241, false, false, false, false,0,,
242, true, false, true, false, ,242, false, false, false, false,0,,
243, true, false, true, false, ,243, true, false, true, false,1,8,2
244, true, false, true, false, ,244, false, false, false, false,0,,
245, true, false, true, false, ,245, false, false, false, false,0,,
246, true, false, true, false, ,246, false, false, false, false,0,,
247, true, false, true, false, ,247, false, false, false, false,0,,
248, true, false, true, false, ,248, false, false, false, false,0,,
249, true, false, true, false, ,249, false, false, false, false,0,,
250, true, false, true, false, ,250, false, false, false, false,0,,
251, true, false, true, false, ,251, false, false, false, false,0,,
252, true, false, true, false, ,252, false, false, false, false,0,,
253, true, false, true, false, ,253, false, false, false, false,0,,
254, true, false, true, false, ,254, false, false, false, false,0,,
255, true, false, true, false, ,255, true, false, true, false,1,8,2
256, true, false, true, false, ,256, true, false, true, false,1,8,2
257, true, false, true, false, ,257, false, false, false, false,0,,
258, true, false, true, false, ,258, true, false, true, false,1,8,2
259, true, false, true, false, ,259, true, false, true, false,1,8,2
260, true, false, true, false, ,260, true, false, true, false,1,8,2
261, true, false, true, false, ,261, false, false, false, false,0,,
262, true, false, true, false, ,262, false, false, false, false,0,,
263, true, false, true, false, ,263, false, false, false, false,0,,
264, true, false, true, false, ,264, false, false, false, false,0,,
265, true, false, true, false, ,265, true, false, true, false,1,8,2
266, true, false, true, false, ,266, true, true, false, false,1,8,2
267, false, false, false, false, ,267, false, false, false, false,0,,
268, true, false, true, false, ,268, true, true, false, false,1,8,2
269, true, false, true, false, ,269, false, false, false, false,0,,
270, true, true, true, false, ,270, true, true, false, false,1,8,2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
