110, false, false, false, false, 
111, false, false, false, false, 
112, true, false, true, false, 
113, false, false, false, false, 
114, false, false, false, false, 
115, false, false, false, false, 
116, false, false, false, false, 
117, false, false, false, false, 
118, false, false, false, false, 
119, false, false, false, false, 
120, false, false, false, false, 
121, true, true, false, false, 
122, false, false, false, false, 
123, false, false, false, false, 
124, false, false, false, false, 
125, false, false, false, false, 
126, true, false, true, false, 
127, false, false, false, false, 
128, false, false, false, false, 
129, false, false, false, false, 
130, true, false, true, false, 
131, false, false, false, false, 
132, true, true, false, false, 
133, true, true, false, false, 
134, false, false, false, false, 
135, true, false, true, false, 
136, true, true, false, false, 
137, true, false, true, false, 
138, false, false, false, false, 
139, false, false, false, false, 
140, true, false, true, false, 
141, false, false, false, false, 
142, true, false, true, false, 
143, true, false, true, false, 
144, true, false, true, false, 
145, false, false, false, false, 
146, false, false, false, false, 
147, false, false, false, false, 
148, false, false, false, false, 
149, false, false, false, false, 
150, true, true, false, false, 
151, true, true, false, false, 
152, true, true, false, false, 
153, true, true, false, false, 
154, false, false, true, false, 
155, true, true, false, false, 
156, true, true, false, false, 
157, true, true, false, false, 
158, false, false, false, false, 
159, false, false, false, false, 
160, false, false, false, false, 
161, false, false, false, false, 
162, true, false, true, false, 
163, false, false, false, false, 
164, false, false, false, false, 
165, false, false, false, false, 
166, false, false, false, false, 
167, false, false, false, false, 
168, false, false, false, false, 
169, false, false, false, false, 
170, false, false, false, false, 
171, false, false, false, false, 
172, false, false, false, false, 
173, false, false, false, false, 
174, false, false, false, false, 
175, false, false, false, false, 
176, false, false, false, false, 
177, false, false, false, false, 
178, false, false, false, false, 
179, false, false, false, false, 
180, true, true, false, false, 
181, false, false, false, false, 
182, false, false, false, false, 
183, false, false, false, false, 
184, false, false, false, false, 
185, false, false, false, false, 
186, false, false, false, false, 
187, false, false, false, false, 
188, false, false, false, false, 
189, false, false, false, false, 
190, false, false, false, false, 
191, false, false, false, false, 
192, false, false, false, false, 
193, false, false, false, false, 
194, false, false, false, false, 
195, false, false, false, false, 
196, false, false, false, false, 
197, false, false, false, false, 
198, false, false, false, false, 
199, false, false, false, false, 
200, false, false, false, false, 
201, false, false, false, false, 
202, false, false, false, false, 
203, false, false, false, false, 
204, false, false, false, false, 
205, false, false, false, false, 
206, false, false, false, false, 
207, false, false, false, false, 
208, false, false, false, false, 
209, true, false, true, false, 
210, true, false, true, false, 
211, false, false, false, false, 
212, true, true, false, false, 
213, false, false, false, false, 
214, false, false, false, false, 
215, false, false, false, false, 
216, false, false, false, false, 
217, false, false, false, false, 
218, false, false, false, false, 
219, false, false, false, false, 
220, false, false, false, false, 
221, false, false, false, false, 
222, false, false, false, false, 
223, false, false, false, false, 
224, true, false, true, false, 
225, true, false, true, false, 
226, true, false, true, false, 
227, false, false, false, false, 
228, false, false, false, false, 
229, false, false, false, false, 
230, false, false, false, false, 
231, false, false, false, false, 
232, false, false, false, false, 
233, false, false, false, false, 
234, false, false, false, false, 
235, false, false, false, false, 
236, false, false, false, false, 
237, false, false, false, false, 
238, false, false, false, false, 
239, false, false, false, false, 
240, true, false, true, false, 
241, false, false, false, false, 
242, false, false, false, false, 
243, true, false, true, false, 
244, false, false, false, false, 
245, false, false, false, false, 
246, false, false, false, false, 
247, false, false, false, false, 
248, false, false, false, false, 
249, false, false, false, false, 
250, false, false, false, false, 
251, false, false, false, false, 
252, false, false, false, false, 
253, false, false, false, false, 
254, false, false, false, false, 
255, true, false, true, false, 
256, true, false, true, false, 
257, false, false, false, false, 
258, true, false, true, false, 
259, true, false, true, false, 
260, true, false, true, false, 
261, false, false, false, false, 
262, false, false, false, false, 
263, false, false, false, false, 
264, false, false, false, false, 
265, true, false, true, false, 
266, true, true, false, false, 
267, false, false, false, false, 
268, true, true, false, false, 
269, false, false, false, false, 
270, true, true, false, false, 
